customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C00005705,Male,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.75,598.11,Yes
C00005706,Male,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),92.69,5023.47,No
C00005707,Female,0,Yes,No,62,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,25.52,1387.86,No
C00005708,Male,0,No,No,48,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),70.38,3325.81,Yes
C00005709,Male,0,No,Yes,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),31.63,-264.63,No
C00005710,Female,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,18.0,1091.17,Yes
C00005711,Male,0,No,Yes,29,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.12,1901.65,No
C00005712,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),79.71,5246.05,No
C00005713,Female,0,No,No,64,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,120.4,7629.92,No
C00005714,Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,57.45,3315.8,No
C00005715,Female,0,No,No,56,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18.0,747.83,No
C00005716,Female,0,No,Yes,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,55.7,2092.51,Yes
C00005717,Male,0,No,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.11,4963.05,No
C00005718,Female,0,No,Yes,72,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,93.91,6668.54,Yes
C00005719,Female,0,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,107.14,7678.39,No
C00005720,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),81.02,1753.42,No
C00005721,Male,1,No,No,62,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,69.04,4513.45,No
C00005722,Male,0,No,Yes,50,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),132.84,6436.1,No
C00005723,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,18.0,45.96,No
C00005724,Female,0,No,No,46,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,88.31,3673.9,No
C00005725,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.55,6267.02,No
C00005726,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.45,3176.9,No
C00005727,Female,0,No,No,29,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,45.76,1233.38,No
C00005728,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,91.76,1816.29,No
C00005729,Female,0,No,No,56,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.9,4420.98,No
C00005730,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.23,3925.75,No
C00005731,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,18.0,653.56,No
C00005732,Female,1,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.35,2518.7,No
C00005733,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,62.25,1229.22,Yes
C00005734,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,60.45,445.3,No
C00005735,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,116.52,2399.64,No
C00005736,Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,91.55,3243.54,No
C00005737,Female,1,No,No,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),33.63,1391.77,No
C00005738,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,77.79,1060.23,No
C00005739,Male,0,Yes,Yes,29,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,103.89,3058.36,No
C00005740,Female,0,Yes,No,38,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),38.91,1488.68,Yes
C00005741,Female,0,No,Yes,56,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),77.32,4501.61,No
C00005742,Female,0,Yes,No,4,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,53.33,182.09,No
C00005743,Female,0,Yes,No,11,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,81.07,1192.37,No
C00005744,Male,0,No,No,34,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),83.44,2863.64,No
C00005745,Male,0,Yes,Yes,40,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,97.58,4066.48,No
C00005746,Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.28,4281.82,Yes
C00005747,Female,1,No,Yes,41,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.46,2596.48,No
C00005748,Male,0,No,Yes,64,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,49.21,2863.73,No
C00005749,Male,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),63.0,4062.69,No
C00005750,Female,0,No,No,42,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,115.79,4699.83,No
C00005751,Male,0,No,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.88,5140.12,No
C00005752,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.63,1134.41,No
C00005753,Female,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.28,4029.52,No
C00005754,Male,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.99,720.74,Yes
C00005755,Male,1,Yes,No,71,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.83,4984.2,No
C00005756,Female,0,No,Yes,34,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,121.35,4106.25,No
C00005757,Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),63.65,2865.75,Yes
C00005758,Male,1,Yes,No,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,68.44,1247.52,Yes
C00005759,Female,1,Yes,Yes,5,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.12,658.09,No
C00005760,Male,0,No,Yes,19,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),97.72,1691.27,No
C00005761,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,58.41,3412.16,No
C00005762,Male,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,99.57,212.95,No
C00005763,Female,1,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,93.1,552.02,No
C00005764,Male,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),66.14,613.52,No
C00005765,Male,0,No,Yes,61,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),29.03,2153.35,No
C00005766,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),105.07,1295.51,No
C00005767,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.87,-35.09,No
C00005768,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,30.44,-383.02,No
C00005769,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.5,721.9,No
C00005770,Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.42,2827.39,No
C00005771,Female,0,No,Yes,70,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.69,6287.36,No
C00005772,Female,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.09,-2.79,No
C00005773,Female,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,73.21,3562.63,No
C00005774,Female,0,No,No,43,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.75,3435.8,No
C00005775,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),99.27,647.8,No
C00005776,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,74.26,1738.76,No
C00005777,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.19,1246.23,No
C00005778,Female,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,67.36,3591.18,No
C00005779,Male,0,Yes,No,50,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),21.81,1266.89,No
C00005780,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),27.23,703.04,Yes
C00005781,Female,0,No,No,58,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,40.57,2162.8,No
C00005782,Male,0,Yes,No,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,68.19,4704.54,No
C00005783,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.8,6691.7,No
C00005784,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,93.8,2370.11,No
C00005785,Male,0,Yes,No,43,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,67.47,2831.03,Yes
C00005786,Male,0,Yes,No,46,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.35,3384.92,No
C00005787,Male,1,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,74.5,828.7,No
C00005788,Male,0,No,No,52,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,71.9,4001.84,Yes
C00005789,Female,0,No,Yes,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.1,3166.75,No
C00005790,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,81.61,2836.79,Yes
C00005791,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.37,3920.68,No
C00005792,Female,0,No,No,65,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,81.16,5375.15,No
C00005793,Female,1,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,77.63,2936.53,No
C00005794,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.53,4379.2,Yes
C00005795,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),54.64,-28.94,No
C00005796,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,19.87,514.6,No
C00005797,Female,1,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.34,3048.64,No
C00005798,Female,0,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,18.0,461.99,Yes
C00005799,Female,0,Yes,No,62,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),33.88,2072.82,No
C00005800,Female,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,72.34,4988.71,No
C00005801,Male,0,No,No,38,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.71,1275.0,No
C00005802,Female,1,Yes,No,35,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,57.6,1994.07,No
C00005803,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.86,735.12,Yes
C00005804,Female,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),23.6,1438.42,No
C00005805,Female,1,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,52.61,2546.11,No
C00005806,Female,1,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.29,5843.4,No
C00005807,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,40.95,1468.34,No
C00005808,Male,1,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),51.17,1665.2,Yes
C00005809,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,103.1,335.4,No
C00005810,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),79.44,5220.33,Yes
C00005811,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,80.67,210.53,No
C00005812,Female,0,Yes,No,20,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),57.38,954.04,No
C00005813,Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.16,-182.48,No
C00005814,Male,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),81.5,2955.51,No
C00005815,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,105.05,6169.74,No
C00005816,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,18.0,109.46,No
C00005817,Male,0,Yes,Yes,16,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,52.25,704.98,No
C00005818,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.18,5344.6,No
C00005819,Female,0,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.53,4331.11,No
C00005820,Male,0,No,Yes,55,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,22.14,1130.11,No
C00005821,Female,1,No,No,52,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.87,3947.56,No
C00005822,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,84.2,1332.58,No
C00005823,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),86.44,6202.85,No
C00005824,Male,0,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,84.17,4101.6,No
C00005825,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,53.35,480.25,No
C00005826,Male,1,No,No,53,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,40.54,2337.77,No
C00005827,Male,0,Yes,No,34,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.15,3311.53,Yes
C00005828,Male,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),101.35,4494.68,No
C00005829,Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),81.35,222.09,Yes
C00005830,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,44.47,1619.36,No
C00005831,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,63.41,4055.99,No
C00005832,Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,43.28,1408.68,No
C00005833,Female,0,Yes,Yes,39,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,49.46,1979.6,No
C00005834,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,60.68,1025.08,No
C00005835,Female,0,Yes,No,61,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,46.04,2692.86,No
C00005836,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,99.94,4468.29,No
C00005837,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,57.64,3031.51,No
C00005838,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,99.34,4565.23,No
C00005839,Male,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),45.9,2150.22,No
C00005840,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.36,5317.64,No
C00005841,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),146.52,5817.59,No
C00005842,Female,0,No,Yes,25,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,28.86,589.9,No
C00005843,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,114.5,940.1,No
C00005844,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.54,1388.71,No
C00005845,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,97.26,3775.44,No
C00005846,Female,0,Yes,No,24,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,123.86,2585.8,No
C00005847,Male,0,Yes,Yes,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.33,3714.74,Yes
C00005848,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),23.06,-186.09,No
C00005849,Male,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),78.91,3008.51,No
C00005850,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),74.1,2825.82,No
C00005851,Female,1,No,No,39,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.77,3063.55,No
C00005852,Female,0,No,No,21,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,47.61,1191.57,No
C00005853,Male,0,No,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),96.47,5822.33,No
C00005854,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.97,1354.65,No
C00005855,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,62.96,589.9,No
C00005856,Male,0,No,Yes,49,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),18.0,1192.94,No
C00005857,Male,1,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.52,4619.31,No
C00005858,Male,0,No,Yes,42,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,104.05,4327.52,No
C00005859,Female,0,Yes,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.46,5766.54,Yes
C00005860,Male,0,Yes,No,39,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,50.18,1911.2,No
C00005861,Female,1,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,75.9,550.68,No
C00005862,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),54.95,3394.05,No
C00005863,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.07,2494.85,No
C00005864,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,86.61,1948.94,No
C00005865,Female,1,No,No,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,36.36,2639.86,Yes
C00005866,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.28,910.08,No
C00005867,Female,0,No,No,64,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.23,4158.2,No
C00005868,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.76,1267.4,No
C00005869,Male,0,Yes,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.49,668.15,No
C00005870,Male,0,No,Yes,41,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.1,3549.56,Yes
C00005871,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,60.38,147.84,No
C00005872,Male,0,No,No,14,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.35,646.12,No
C00005873,Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.84,693.4,No
C00005874,Male,0,No,No,35,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,91.97,2951.11,No
C00005875,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,63.0,2872.08,No
C00005876,Female,0,Yes,No,20,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.49,1127.7,Yes
C00005877,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),110.11,5365.19,No
C00005878,Male,0,No,No,38,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),96.61,3410.78,No
C00005879,Male,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),111.54,3805.19,No
C00005880,Male,0,Yes,No,8,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.23,509.63,No
C00005881,Female,1,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,88.12,2053.07,No
C00005882,Female,0,Yes,No,7,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,34.26,-71.84,No
